"ID番号","_03"
"氏名",""
"性別",不明
"年齢",0
"身長(cm)","-----"
"体重(kg)","-----"
"トライアル番号",1
"病名",""
"メモ",""
"検査者",""
"杖",未使用
"計測時間(秒)",5
"計測周期(Hz)",100
"検査日付","2023/06/23 22:38:04"
"時間範囲(秒)","0.00 - 5.00"
"総合COP 総軌跡長（cm）",234.05
"総合COP 速度（cm/秒）", 69.45
"総合COP 矩形面積（c ㎡）",4376.01
"総合COP 左右幅（cm）", 19.99
"総合COP 前後幅（cm）",218.91
"総合COP Y 方向軌跡長（cm）", 76.43
"総合COP Y 方向単位軌跡長（cm/秒）", 22.68
"総合COP X 方向軌跡長（cm）",218.91
"総合COP X 方向単位軌跡長（cm/秒）", 64.96
"時間(秒)","総合COP X 座標（cm）","総合COP Y 座標（cm）","総合COP 速度（cm/秒）","総合COP X 方向単位軌跡長（cm/秒）","総合COP Y 方向単位軌跡長（cm/秒）"
  0.38, 22.09, 48.57,  2.24,  2.00,  1.00
  0.39, 22.23, 48.56, 14.04, 14.00,  1.00
  0.40, 22.29, 48.52,  7.21,  6.00,  4.00
  0.41, 22.34, 48.52,  5.00,  5.00,  0.00
  0.42, 22.38, 48.49,  5.00,  4.00,  3.00
  0.43, 22.41, 48.46,  4.24,  3.00,  3.00
  0.44, 22.52, 48.46, 11.00, 11.00,  0.00
  0.45, 22.61, 48.43,  9.49,  9.00,  3.00
  0.46, 22.69, 48.42,  8.06,  8.00,  1.00
  0.47, 22.81, 48.42, 12.00, 12.00,  0.00
  0.48, 22.94, 48.42, 13.00, 13.00,  0.00
  0.49, 23.04, 48.43, 10.05, 10.00,  1.00
  0.50, 23.18, 48.41, 14.14, 14.00,  2.00
  0.51, 23.37, 48.40, 19.03, 19.00,  1.00
  0.52, 23.62, 48.41, 25.02, 25.00,  1.00
  0.53, 23.80, 48.41, 18.00, 18.00,  0.00
  0.54, 24.06, 48.40, 26.02, 26.00,  1.00
  0.55, 24.44, 48.39, 38.01, 38.00,  1.00
  0.56, 24.66, 48.38, 22.02, 22.00,  1.00
  0.57, 25.03, 48.39, 37.01, 37.00,  1.00
  0.58, 25.39, 48.36, 36.12, 36.00,  3.00
  0.59, 25.64, 48.39, 25.18, 25.00,  3.00
  0.60, 25.96, 48.39, 32.00, 32.00,  0.00
  0.61, 26.34, 48.41, 38.05, 38.00,  2.00
  0.62, 26.71, 48.40, 37.01, 37.00,  1.00
  0.63, 27.07, 48.40, 36.00, 36.00,  0.00
  0.64, 27.53, 48.38, 46.04, 46.00,  2.00
  0.65, 28.00, 48.44, 47.38, 47.00,  6.00
  0.66, 28.48, 48.34, 49.03, 48.00, 10.00
  0.67, 28.86, 48.35, 38.01, 38.00,  1.00
  0.68, 29.29, 48.30, 43.29, 43.00,  5.00
  0.69, 29.63, 48.25, 34.37, 34.00,  5.00
  0.70, 30.02, 48.21, 39.20, 39.00,  4.00
  0.71, 30.32, 48.17, 30.27, 30.00,  4.00
  0.72, 30.58, 48.11, 26.68, 26.00,  6.00
  0.73, 30.79, 48.02, 22.85, 21.00,  9.00
  0.74, 30.95, 47.97, 16.76, 16.00,  5.00
  0.75, 31.10, 47.89, 17.00, 15.00,  8.00
  0.76, 34.91, 46.11,420.53,381.00,178.00
  0.77, 39.51, 43.96,507.76,460.00,215.00
  0.78, 41.28, 43.19,193.02,177.00, 77.00
  0.79, 42.34, 42.72,115.95,106.00, 47.00
  0.80, 43.06, 42.41, 78.39, 72.00, 31.00
  0.81, 44.16, 41.91,120.83,110.00, 50.00
  0.82, 45.51, 41.31,147.73,135.00, 60.00
  0.83, 46.64, 40.77,125.24,113.00, 54.00
  0.84, 47.98, 40.18,146.41,134.00, 59.00
  0.85, 49.45, 39.53,160.73,147.00, 65.00
  0.86, 51.26, 38.70,199.12,181.00, 83.00
  0.87, 52.86, 38.00,174.64,160.00, 70.00
  0.88, 54.95, 37.12,226.77,209.00, 88.00
  0.89, 58.07, 35.87,336.11,312.00,125.00
  0.90, 61.39, 34.63,354.40,332.00,124.00
  0.91, 63.85, 33.66,264.43,246.00, 97.00
  0.92, 66.16, 32.77,247.55,231.00, 89.00
  0.93, 67.46, 32.28,138.93,130.00, 49.00
  0.94, 68.33, 31.95, 93.05, 87.00, 33.00
  0.95, 69.07, 31.70, 78.11, 74.00, 25.00
  0.96, 69.14, 31.71,  7.07,  7.00,  1.00
  0.97, 69.30, 31.67, 16.49, 16.00,  4.00
  0.98, 69.53, 31.64, 23.19, 23.00,  3.00
  0.99, 69.85, 31.60, 32.25, 32.00,  4.00
  1.00, 69.96, 31.59, 11.05, 11.00,  1.00
  1.01, 70.23, 31.56, 27.17, 27.00,  3.00
  1.02, 70.40, 31.53, 17.26, 17.00,  3.00
  1.03, 70.63, 31.49, 23.35, 23.00,  4.00
  1.04, 70.95, 31.44, 32.39, 32.00,  5.00
  1.05, 71.18, 31.41, 23.19, 23.00,  3.00
  1.06, 71.49, 31.37, 31.26, 31.00,  4.00
  1.07, 71.86, 31.36, 37.01, 37.00,  1.00
  1.08, 72.20, 31.34, 34.06, 34.00,  2.00
  1.09, 72.55, 31.35, 35.01, 35.00,  1.00
  1.10, 72.99, 31.36, 44.01, 44.00,  1.00
  1.11, 73.35, 31.39, 36.12, 36.00,  3.00
  1.12, 73.86, 31.44, 51.24, 51.00,  5.00
  1.13, 74.23, 31.46, 37.05, 37.00,  2.00
  1.14, 74.64, 31.46, 41.00, 41.00,  0.00
  1.15, 75.04, 31.54, 40.79, 40.00,  8.00
  1.16, 75.44, 31.53, 40.01, 40.00,  1.00
  1.17, 75.86, 31.56, 42.11, 42.00,  3.00
  1.18, 76.31, 31.57, 45.01, 45.00,  1.00
  1.19, 76.66, 31.59, 35.06, 35.00,  2.00
  1.20, 77.06, 31.62, 40.11, 40.00,  3.00
  1.21, 77.39, 31.65, 33.14, 33.00,  3.00
  1.22, 77.78, 31.70, 39.32, 39.00,  5.00
  1.23, 78.12, 31.71, 34.01, 34.00,  1.00
  1.24, 78.51, 31.73, 39.05, 39.00,  2.00
  1.25, 78.67, 31.76, 16.28, 16.00,  3.00
  1.26, 78.81, 31.79, 14.32, 14.00,  3.00
  1.27, 78.96, 31.88, 17.49, 15.00,  9.00
  1.28, 79.08, 31.91, 12.37, 12.00,  3.00
  1.29, 79.20, 31.95, 12.65, 12.00,  4.00
  1.30, 79.30, 31.97, 10.20, 10.00,  2.00
  1.31, 79.40, 32.01, 10.77, 10.00,  4.00
  1.32, 79.44, 32.04,  5.00,  4.00,  3.00
  1.33, 79.56, 32.07, 12.37, 12.00,  3.00
  1.34, 79.64, 32.08,  8.06,  8.00,  1.00
  1.35, 79.73, 32.11,  9.49,  9.00,  3.00
  1.36, 79.81, 32.12,  8.06,  8.00,  1.00
  1.37, 79.93, 32.16, 12.65, 12.00,  4.00
  1.38, 80.00, 32.20,  8.06,  7.00,  4.00
  1.39, 80.53, 32.40, 56.65, 53.00, 20.00
  1.40, 84.01, 33.96,381.37,348.00,156.00
  1.41, 86.33, 34.99,253.84,232.00,103.00
  1.42, 87.81, 35.64,161.64,148.00, 65.00
  1.43, 88.68, 36.00, 94.15, 87.00, 36.00
  1.44, 89.66, 36.47,108.69, 98.00, 47.00
  1.45, 90.79, 36.98,123.98,113.00, 51.00
  1.46, 91.57, 37.33, 85.49, 78.00, 35.00
  1.47, 92.40, 37.71, 91.29, 83.00, 38.00
  1.48, 93.64, 38.26,135.65,124.00, 55.00
  1.49, 95.27, 38.97,177.79,163.00, 71.00
  1.50, 97.49, 39.91,241.08,222.00, 94.00
  1.51,100.16, 41.03,289.54,267.00,112.00
  1.52,103.54, 42.43,365.85,338.00,140.00
  1.53,107.06, 43.90,381.46,352.00,147.00
  1.54,110.00, 45.15,319.47,294.00,125.00
  1.55,113.20, 46.40,343.55,320.00,125.00
  1.56,115.75, 47.33,271.43,255.00, 93.00
  1.57,117.83, 48.08,221.11,208.00, 75.00
  1.58,118.86, 48.43,108.78,103.00, 35.00
  1.59,119.39, 48.51, 53.60, 53.00,  8.00
  1.60,119.81, 48.55, 42.19, 42.00,  4.00
  1.61,120.15, 48.60, 34.37, 34.00,  5.00
  1.62,120.46, 48.62, 31.06, 31.00,  2.00
  1.63,120.76, 48.64, 30.07, 30.00,  2.00
  1.64,121.20, 48.69, 44.28, 44.00,  5.00
  1.65,121.64, 48.73, 44.18, 44.00,  4.00
  1.66,122.08, 48.76, 44.10, 44.00,  3.00
  1.67,122.49, 48.77, 41.01, 41.00,  1.00
  1.68,123.03, 48.83, 54.33, 54.00,  6.00
  1.69,123.48, 48.92, 45.89, 45.00,  9.00
  1.70,124.03, 48.98, 55.33, 55.00,  6.00
  1.71,124.54, 49.00, 51.04, 51.00,  2.00
  1.72,125.00, 49.06, 46.39, 46.00,  6.00
  1.73,125.51, 49.10, 51.16, 51.00,  4.00
  1.74,125.94, 49.14, 43.19, 43.00,  4.00
  1.75,126.41, 49.14, 47.00, 47.00,  0.00
  1.76,126.80, 49.18, 39.20, 39.00,  4.00
  1.77,127.11, 49.18, 31.00, 31.00,  0.00
  1.78,127.32, 49.19, 21.02, 21.00,  1.00
  1.79,127.51, 49.20, 19.03, 19.00,  1.00
  1.80,127.73, 49.21, 22.02, 22.00,  1.00
  1.81,127.88, 49.15, 16.16, 15.00,  6.00
  1.82,128.05, 49.13, 17.12, 17.00,  2.00
  1.83,128.26, 49.08, 21.59, 21.00,  5.00
  1.84,128.36, 49.09, 10.05, 10.00,  1.00
  1.85,128.46, 49.06, 10.44, 10.00,  3.00
  1.86,128.55, 49.06,  9.00,  9.00,  0.00
  1.87,128.70, 49.00, 16.16, 15.00,  6.00
  1.88,128.77, 48.96,  8.06,  7.00,  4.00
  1.89,128.83, 48.96,  6.00,  6.00,  0.00
  1.90,128.96, 48.89, 14.76, 13.00,  7.00
  1.91,129.00, 48.90,  4.12,  4.00,  1.00
  1.92,129.10, 48.82, 12.81, 10.00,  8.00
  1.93,129.17, 48.80,  7.28,  7.00,  2.00
  1.94,129.26, 48.77,  9.49,  9.00,  3.00
  1.95,129.39, 48.77, 13.00, 13.00,  0.00
  1.96,129.47, 48.75,  8.25,  8.00,  2.00
  1.97,129.58, 48.69, 12.53, 11.00,  6.00
  1.98,129.68, 48.68, 10.05, 10.00,  1.00
  1.99,130.84, 48.22,124.79,116.00, 46.00
  2.00,137.33, 45.46,705.25,649.00,276.00
  2.01,139.63, 44.55,247.35,230.00, 91.00
  2.02,141.14, 43.97,161.76,151.00, 58.00
  2.03,141.71, 43.67, 64.41, 57.00, 30.00
  2.04,143.09, 43.11,148.93,138.00, 56.00
  2.05,144.65, 42.47,168.62,156.00, 64.00
  2.06,146.31, 41.79,179.39,166.00, 68.00
  2.07,147.42, 41.32,120.54,111.00, 47.00
  2.08,149.26, 40.56,199.08,184.00, 76.00
  2.09,151.50, 39.68,240.67,224.00, 88.00
  2.10,154.03, 38.68,272.05,253.00,100.00
  2.11,156.73, 37.62,290.06,270.00,106.00
  2.12,160.00, 36.37,350.08,327.00,125.00
  2.13,163.39, 35.13,360.97,339.00,124.00
  2.14,166.32, 34.03,312.97,293.00,110.00
  2.15,168.58, 33.23,239.74,226.00, 80.00
  2.16,170.17, 32.61,170.66,159.00, 62.00
  2.17,170.76, 32.45, 61.13, 59.00, 16.00
  2.18,171.13, 32.42, 37.12, 37.00,  3.00
  2.19,171.49, 32.37, 36.35, 36.00,  5.00
  2.20,171.80, 32.28, 32.28, 31.00,  9.00
  2.21,172.14, 32.23, 34.37, 34.00,  5.00
  2.22,172.49, 32.20, 35.13, 35.00,  3.00
  2.23,172.70, 32.16, 21.38, 21.00,  4.00
  2.24,173.14, 32.08, 44.72, 44.00,  8.00
  2.25,173.35, 32.06, 21.10, 21.00,  2.00
  2.26,173.83, 32.01, 48.26, 48.00,  5.00
  2.27,174.18, 31.96, 35.36, 35.00,  5.00
  2.28,174.56, 31.91, 38.33, 38.00,  5.00
  2.29,175.01, 31.87, 45.18, 45.00,  4.00
  2.30,175.52, 31.84, 51.09, 51.00,  3.00
  2.31,175.99, 31.78, 47.38, 47.00,  6.00
  2.32,176.45, 31.75, 46.10, 46.00,  3.00
  2.33,176.98, 31.69, 53.34, 53.00,  6.00
  2.34,177.52, 31.69, 54.00, 54.00,  0.00
  2.35,177.90, 31.66, 38.12, 38.00,  3.00
  2.36,178.39, 31.66, 49.00, 49.00,  0.00
  2.37,178.85, 31.67, 46.01, 46.00,  1.00
  2.38,179.43, 31.65, 58.03, 58.00,  2.00
  2.39,179.94, 31.67, 51.04, 51.00,  2.00
  2.40,180.16, 31.72, 22.56, 22.00,  5.00
  2.41,180.39, 31.75, 23.19, 23.00,  3.00
  2.42,180.62, 31.78, 23.19, 23.00,  3.00
  2.43,180.77, 31.81, 15.30, 15.00,  3.00
  2.44,181.06, 31.91, 30.68, 29.00, 10.00
  2.45,181.17, 31.93, 11.18, 11.00,  2.00
  2.46,181.35, 32.01, 19.70, 18.00,  8.00
  2.47,181.47, 32.06, 13.00, 12.00,  5.00
  2.48,181.69, 32.14, 23.41, 22.00,  8.00
  2.49,181.79, 32.17, 10.44, 10.00,  3.00
  2.50,181.85, 32.19,  6.32,  6.00,  2.00
  2.51,182.11, 32.28, 27.51, 26.00,  9.00
  2.52,182.16, 32.32,  6.40,  5.00,  4.00
  2.53,182.33, 32.35, 17.26, 17.00,  3.00
  2.54,182.42, 32.38,  9.49,  9.00,  3.00
  2.55,182.52, 32.41, 10.44, 10.00,  3.00
  2.56,182.60, 32.44,  8.54,  8.00,  3.00
  2.57,182.67, 32.46,  7.28,  7.00,  2.00
  2.58,182.80, 32.50, 13.60, 13.00,  4.00
  2.59,182.87, 32.53,  7.62,  7.00,  3.00
  2.60,183.04, 32.62, 19.24, 17.00,  9.00
  2.61,189.31, 35.73,699.89,627.00,311.00
  2.62,192.38, 37.20,340.38,307.00,147.00
  2.63,194.30, 38.08,211.21,192.00, 88.00
  2.64,195.65, 38.71,148.98,135.00, 63.00
  2.65,196.71, 39.19,116.36,106.00, 48.00
  2.66,198.22, 39.91,167.29,151.00, 72.00
  2.67,199.85, 40.67,179.85,163.00, 76.00
  2.68,201.88, 41.61,223.71,203.00, 94.00
  2.69,203.68, 42.47,199.49,180.00, 86.00
  2.70,205.46, 43.32,197.25,178.00, 85.00
  2.71,207.50, 44.25,224.20,204.00, 93.00
  2.72,210.23, 45.51,300.67,273.00,126.00
  2.73,213.02, 46.82,308.22,279.00,131.00
  2.74,215.06, 47.75,224.20,204.00, 93.00
  2.75,217.42, 48.77,257.10,236.00,102.00
  2.76,219.54, 49.62,228.41,212.00, 85.00
  2.77,220.67, 50.01,119.54,113.00, 39.00
  2.78,221.06, 50.15, 41.44, 39.00, 14.00
  2.79,221.40, 50.20, 34.37, 34.00,  5.00
  2.80,221.74, 50.25, 34.37, 34.00,  5.00
  2.81,222.04, 50.29, 30.27, 30.00,  4.00
  2.82,222.34, 50.32, 30.15, 30.00,  3.00
  2.83,222.65, 50.39, 31.78, 31.00,  7.00
  2.84,222.97, 50.44, 32.39, 32.00,  5.00
  2.85,223.28, 50.51, 31.78, 31.00,  7.00
  2.86,223.70, 50.57, 42.43, 42.00,  6.00
  2.87,224.07, 50.65, 37.85, 37.00,  8.00
  2.88,224.58, 50.71, 51.35, 51.00,  6.00
  2.89,224.96, 50.77, 38.47, 38.00,  6.00
  2.90,225.51, 50.85, 55.58, 55.00,  8.00
  2.91,225.99, 50.92, 48.51, 48.00,  7.00
  2.92,226.42, 50.98, 43.42, 43.00,  6.00
  2.93,226.84, 51.04, 42.43, 42.00,  6.00
  2.94,227.38, 51.09, 54.23, 54.00,  5.00
  2.95,227.71, 51.14, 33.38, 33.00,  5.00
  2.96,228.15, 51.22, 44.72, 44.00,  8.00
  2.97,228.52, 51.28, 37.48, 37.00,  6.00
  2.98,228.85, 51.27, 33.02, 33.00,  1.00
  2.99,229.29, 51.33, 44.41, 44.00,  6.00
  3.00,229.48, 51.33, 19.00, 19.00,  0.00
  3.01,229.62, 51.32, 14.04, 14.00,  1.00
  3.02,229.75, 51.31, 13.04, 13.00,  1.00
  3.03,229.90, 51.27, 15.52, 15.00,  4.00
  3.04,230.00, 51.30, 10.44, 10.00,  3.00
  3.05,230.14, 51.26, 14.56, 14.00,  4.00
  3.06,230.24, 51.27, 10.05, 10.00,  1.00
  3.07,230.34, 51.25, 10.20, 10.00,  2.00
  3.08,230.43, 51.25,  9.00,  9.00,  0.00
  3.09,230.51, 51.24,  8.06,  8.00,  1.00
  3.10,230.56, 51.23,  5.10,  5.00,  1.00
  3.11,230.68, 51.21, 12.17, 12.00,  2.00
  3.12,230.75, 51.19,  7.28,  7.00,  2.00
  3.13,230.79, 51.19,  4.00,  4.00,  0.00
  3.14,230.93, 51.12, 15.65, 14.00,  7.00
  3.15,230.97, 51.11,  4.12,  4.00,  1.00
  3.16,231.06, 51.07,  9.85,  9.00,  4.00
  3.17,231.12, 51.05,  6.32,  6.00,  2.00
  3.18,231.24, 51.04, 12.04, 12.00,  1.00
  3.19,231.27, 51.02,  3.61,  3.00,  2.00
  3.20,231.38, 50.96, 12.53, 11.00,  6.00
  3.21,231.45, 50.97,  7.07,  7.00,  1.00
  3.22,231.59, 50.91, 15.23, 14.00,  6.00
  3.23,231.67, 50.88,  8.54,  8.00,  3.00
  3.24,231.82, 50.84, 15.52, 15.00,  4.00
  3.25,231.99, 50.74, 19.72, 17.00, 10.00
  3.26,232.10, 50.74, 11.00, 11.00,  0.00
  3.27,232.29, 50.63, 21.95, 19.00, 11.00
  3.28,232.51, 50.52, 24.60, 22.00, 11.00
  3.29,232.64, 50.44, 15.26, 13.00,  8.00
  3.30,232.84, 50.26, 26.91, 20.00, 18.00
  3.31,232.91, 50.14, 13.89,  7.00, 12.00
  3.32,233.10, 50.05, 21.02, 19.00,  9.00
  3.33,233.54, 49.96, 44.91, 44.00,  9.00
  3.34,234.00, 49.85, 47.30, 46.00, 11.00
  3.35,234.25, 49.69, 29.68, 25.00, 16.00
  3.36,234.39, 49.53, 21.26, 14.00, 16.00
  3.37,235.38, 49.41, 99.72, 99.00, 12.00
  3.38,"-.--","-.--","-.--","-.--","-.--"
  3.39,"-.--","-.--","-.--","-.--","-.--"
  3.40,"-.--","-.--","-.--","-.--","-.--"
  3.41,"-.--","-.--","-.--","-.--","-.--"
  3.42,"-.--","-.--","-.--","-.--","-.--"
  3.43,"-.--","-.--","-.--","-.--","-.--"
  3.44,"-.--","-.--","-.--","-.--","-.--"
  3.45,"-.--","-.--","-.--","-.--","-.--"
  3.46,"-.--","-.--","-.--","-.--","-.--"
  3.47,"-.--","-.--","-.--","-.--","-.--"
  3.48,"-.--","-.--","-.--","-.--","-.--"
  3.49,"-.--","-.--","-.--","-.--","-.--"
  3.50,"-.--","-.--","-.--","-.--","-.--"
  3.51,"-.--","-.--","-.--","-.--","-.--"
  3.52,"-.--","-.--","-.--","-.--","-.--"
  3.53,"-.--","-.--","-.--","-.--","-.--"
  3.54,"-.--","-.--","-.--","-.--","-.--"
  3.55,"-.--","-.--","-.--","-.--","-.--"
  3.56,"-.--","-.--","-.--","-.--","-.--"
  3.57,"-.--","-.--","-.--","-.--","-.--"
  3.58,"-.--","-.--","-.--","-.--","-.--"
  3.59,"-.--","-.--","-.--","-.--","-.--"
  3.60,"-.--","-.--","-.--","-.--","-.--"
  3.61,"-.--","-.--","-.--","-.--","-.--"
  3.62,"-.--","-.--","-.--","-.--","-.--"
  3.63,"-.--","-.--","-.--","-.--","-.--"
  3.64,"-.--","-.--","-.--","-.--","-.--"
  3.65,"-.--","-.--","-.--","-.--","-.--"
  3.66,"-.--","-.--","-.--","-.--","-.--"
  3.67,"-.--","-.--","-.--","-.--","-.--"
  3.68,"-.--","-.--","-.--","-.--","-.--"
  3.69,"-.--","-.--","-.--","-.--","-.--"
  3.70,"-.--","-.--","-.--","-.--","-.--"
  3.71,"-.--","-.--","-.--","-.--","-.--"
  3.72,"-.--","-.--","-.--","-.--","-.--"
  3.73,"-.--","-.--","-.--","-.--","-.--"
  3.74,"-.--","-.--","-.--","-.--","-.--"
  3.75,"-.--","-.--","-.--","-.--","-.--"
  3.76,"-.--","-.--","-.--","-.--","-.--"
  3.77,"-.--","-.--","-.--","-.--","-.--"
  3.78,"-.--","-.--","-.--","-.--","-.--"
  3.79,"-.--","-.--","-.--","-.--","-.--"
  3.80,"-.--","-.--","-.--","-.--","-.--"
  3.81,"-.--","-.--","-.--","-.--","-.--"
  3.82,"-.--","-.--","-.--","-.--","-.--"
  3.83,"-.--","-.--","-.--","-.--","-.--"
  3.84,"-.--","-.--","-.--","-.--","-.--"
  3.85,"-.--","-.--","-.--","-.--","-.--"
  3.86,"-.--","-.--","-.--","-.--","-.--"
  3.87,"-.--","-.--","-.--","-.--","-.--"
  3.88,"-.--","-.--","-.--","-.--","-.--"
  3.89,"-.--","-.--","-.--","-.--","-.--"
  3.90,"-.--","-.--","-.--","-.--","-.--"
  3.91,"-.--","-.--","-.--","-.--","-.--"
  3.92,"-.--","-.--","-.--","-.--","-.--"
  3.93,"-.--","-.--","-.--","-.--","-.--"
  3.94,"-.--","-.--","-.--","-.--","-.--"
  3.95,"-.--","-.--","-.--","-.--","-.--"
  3.96,"-.--","-.--","-.--","-.--","-.--"
  3.97,"-.--","-.--","-.--","-.--","-.--"
  3.98,"-.--","-.--","-.--","-.--","-.--"
  3.99,"-.--","-.--","-.--","-.--","-.--"
  4.00,"-.--","-.--","-.--","-.--","-.--"
  4.01,"-.--","-.--","-.--","-.--","-.--"
  4.02,"-.--","-.--","-.--","-.--","-.--"
  4.03,"-.--","-.--","-.--","-.--","-.--"
  4.04,"-.--","-.--","-.--","-.--","-.--"
  4.05,"-.--","-.--","-.--","-.--","-.--"
  4.06,"-.--","-.--","-.--","-.--","-.--"
  4.07,"-.--","-.--","-.--","-.--","-.--"
  4.08,"-.--","-.--","-.--","-.--","-.--"
  4.09,"-.--","-.--","-.--","-.--","-.--"
  4.10,"-.--","-.--","-.--","-.--","-.--"
  4.11,"-.--","-.--","-.--","-.--","-.--"
  4.12,"-.--","-.--","-.--","-.--","-.--"
  4.13,"-.--","-.--","-.--","-.--","-.--"
  4.14,"-.--","-.--","-.--","-.--","-.--"
  4.15,"-.--","-.--","-.--","-.--","-.--"
  4.16,"-.--","-.--","-.--","-.--","-.--"
  4.17,"-.--","-.--","-.--","-.--","-.--"
  4.18,"-.--","-.--","-.--","-.--","-.--"
  4.19,"-.--","-.--","-.--","-.--","-.--"
  4.20,"-.--","-.--","-.--","-.--","-.--"
  4.21,"-.--","-.--","-.--","-.--","-.--"
  4.22,"-.--","-.--","-.--","-.--","-.--"
  4.23,"-.--","-.--","-.--","-.--","-.--"
  4.24,"-.--","-.--","-.--","-.--","-.--"
  4.25,"-.--","-.--","-.--","-.--","-.--"
  4.26,"-.--","-.--","-.--","-.--","-.--"
  4.27,"-.--","-.--","-.--","-.--","-.--"
  4.28,"-.--","-.--","-.--","-.--","-.--"
  4.29,"-.--","-.--","-.--","-.--","-.--"
  4.30,"-.--","-.--","-.--","-.--","-.--"
  4.31,"-.--","-.--","-.--","-.--","-.--"
  4.32,"-.--","-.--","-.--","-.--","-.--"
  4.33,"-.--","-.--","-.--","-.--","-.--"
  4.34,"-.--","-.--","-.--","-.--","-.--"
  4.35,"-.--","-.--","-.--","-.--","-.--"
  4.36,"-.--","-.--","-.--","-.--","-.--"
  4.37,"-.--","-.--","-.--","-.--","-.--"
  4.38,"-.--","-.--","-.--","-.--","-.--"
  4.39,"-.--","-.--","-.--","-.--","-.--"
  4.40,"-.--","-.--","-.--","-.--","-.--"
  4.41,"-.--","-.--","-.--","-.--","-.--"
  4.42,"-.--","-.--","-.--","-.--","-.--"
  4.43,"-.--","-.--","-.--","-.--","-.--"
  4.44,"-.--","-.--","-.--","-.--","-.--"
  4.45,"-.--","-.--","-.--","-.--","-.--"
  4.46,"-.--","-.--","-.--","-.--","-.--"
  4.47,"-.--","-.--","-.--","-.--","-.--"
  4.48,"-.--","-.--","-.--","-.--","-.--"
  4.49,"-.--","-.--","-.--","-.--","-.--"
  4.50,"-.--","-.--","-.--","-.--","-.--"
  4.51,"-.--","-.--","-.--","-.--","-.--"
  4.52,"-.--","-.--","-.--","-.--","-.--"
  4.53,"-.--","-.--","-.--","-.--","-.--"
  4.54,"-.--","-.--","-.--","-.--","-.--"
  4.55,"-.--","-.--","-.--","-.--","-.--"
  4.56,"-.--","-.--","-.--","-.--","-.--"
  4.57,"-.--","-.--","-.--","-.--","-.--"
