"ID番号","_08"
"氏名",""
"性別",不明
"年齢",0
"身長(cm)","-----"
"体重(kg)","-----"
"トライアル番号",1
"病名",""
"メモ",""
"検査者",""
"杖",未使用
"計測時間(秒)",5
"計測周期(Hz)",100
"検査日付","2023/06/23 23:02:30"
"時間範囲(秒)","0.00 - 5.00"
"総合COP 総軌跡長（cm）",221.43
"総合COP 速度（cm/秒）", 92.65
"総合COP 矩形面積（c ㎡）",3107.56
"総合COP 左右幅（cm）", 14.63
"総合COP 前後幅（cm）",212.41
"総合COP Y 方向軌跡長（cm）", 53.66
"総合COP Y 方向単位軌跡長（cm/秒）", 22.45
"総合COP X 方向軌跡長（cm）",213.67
"総合COP X 方向単位軌跡長（cm/秒）", 89.40
"時間(秒)","総合COP X 座標（cm）","総合COP Y 座標（cm）","総合COP 速度（cm/秒）","総合COP X 方向単位軌跡長（cm/秒）","総合COP Y 方向単位軌跡長（cm/秒）"
  0.30, 36.69, 29.84, 53.76, 53.00,  9.00
  0.31, 37.12, 29.79, 43.29, 43.00,  5.00
  0.32, 37.61, 29.77, 49.04, 49.00,  2.00
  0.33, 38.06, 29.72, 45.28, 45.00,  5.00
  0.34, 38.47, 29.71, 41.01, 41.00,  1.00
  0.35, 38.93, 29.71, 46.00, 46.00,  0.00
  0.36, 39.33, 29.73, 40.05, 40.00,  2.00
  0.37, 39.66, 29.73, 33.00, 33.00,  0.00
  0.38, 40.10, 29.77, 44.18, 44.00,  4.00
  0.39, 40.33, 29.83, 23.77, 23.00,  6.00
  0.40, 40.55, 29.91, 23.41, 22.00,  8.00
  0.41, 40.84, 30.03, 31.38, 29.00, 12.00
  0.42, 41.04, 30.11, 21.54, 20.00,  8.00
  0.43, 41.20, 30.20, 18.36, 16.00,  9.00
  0.44, 41.35, 30.23, 15.30, 15.00,  3.00
  0.45, 41.48, 30.31, 15.26, 13.00,  8.00
  0.46, 41.62, 30.34, 14.32, 14.00,  3.00
  0.47, 41.72, 30.33, 10.05, 10.00,  1.00
  0.48, 41.79, 30.33,  7.00,  7.00,  0.00
  0.49, 41.91, 30.34, 12.04, 12.00,  1.00
  0.50, 42.01, 30.34, 10.00, 10.00,  0.00
  0.51, 42.14, 30.33, 13.04, 13.00,  1.00
  0.52, 42.27, 30.35, 13.15, 13.00,  2.00
  0.53, 42.33, 30.32,  6.71,  6.00,  3.00
  0.54, 42.43, 30.30, 10.20, 10.00,  2.00
  0.55, 42.59, 30.33, 16.28, 16.00,  3.00
  0.56, 42.69, 30.32, 10.05, 10.00,  1.00
  0.57, 42.82, 30.36, 13.60, 13.00,  4.00
  0.58, 42.91, 30.37,  9.06,  9.00,  1.00
  0.59, 44.13, 30.79,129.03,122.00, 42.00
  0.60, 50.24, 33.05,651.46,611.00,226.00
  0.61, 52.53, 33.81,241.28,229.00, 76.00
  0.62, 54.17, 34.43,175.33,164.00, 62.00
  0.63, 55.65, 34.95,156.87,148.00, 52.00
  0.64, 57.10, 35.47,154.04,145.00, 52.00
  0.65, 59.20, 36.18,221.68,210.00, 71.00
  0.66, 61.33, 36.92,225.49,213.00, 74.00
  0.67, 64.31, 37.97,315.96,298.00,105.00
  0.68, 67.41, 39.02,327.30,310.00,105.00
  0.69, 70.81, 40.12,357.35,340.00,110.00
  0.70, 74.54, 41.28,390.62,373.00,116.00
  0.71, 77.72, 42.21,331.32,318.00, 93.00
  0.72, 80.44, 43.03,284.09,272.00, 82.00
  0.73, 82.17, 43.48,178.76,173.00, 45.00
  0.74, 83.13, 43.67, 97.86, 96.00, 19.00
  0.75, 83.50, 43.69, 37.05, 37.00,  2.00
  0.76, 84.02, 43.71, 52.04, 52.00,  2.00
  0.77, 84.40, 43.76, 38.33, 38.00,  5.00
  0.78, 85.05, 43.81, 65.19, 65.00,  5.00
  0.79, 85.66, 43.82, 61.01, 61.00,  1.00
  0.80, 86.17, 43.85, 51.09, 51.00,  3.00
  0.81, 86.79, 43.89, 62.13, 62.00,  4.00
  0.82, 87.45, 43.90, 66.01, 66.00,  1.00
  0.83, 88.09, 43.93, 64.07, 64.00,  3.00
  0.84, 88.81, 43.94, 72.01, 72.00,  1.00
  0.85, 89.49, 43.94, 68.00, 68.00,  0.00
  0.86, 90.11, 43.98, 62.13, 62.00,  4.00
  0.87, 90.81, 43.94, 70.11, 70.00,  4.00
  0.88, 91.28, 43.92, 47.04, 47.00,  2.00
  0.89, 91.62, 43.83, 35.17, 34.00,  9.00
  0.90, 91.83, 43.80, 21.21, 21.00,  3.00
  0.91, 92.09, 43.72, 27.20, 26.00,  8.00
  0.92, 92.25, 43.68, 16.49, 16.00,  4.00
  0.93, 92.39, 43.66, 14.14, 14.00,  2.00
  0.94, 92.53, 43.60, 15.23, 14.00,  6.00
  0.95, 92.67, 43.54, 15.23, 14.00,  6.00
  0.96, 92.81, 43.47, 15.65, 14.00,  7.00
  0.97, 92.91, 43.43, 10.77, 10.00,  4.00
  0.98, 93.01, 43.38, 11.18, 10.00,  5.00
  0.99, 93.11, 43.34, 10.77, 10.00,  4.00
  1.00, 93.21, 43.26, 12.81, 10.00,  8.00
  1.01, 93.35, 43.21, 14.87, 14.00,  5.00
  1.02, 93.42, 43.16,  8.60,  7.00,  5.00
  1.03, 93.54, 43.11, 13.00, 12.00,  5.00
  1.04, 93.66, 43.05, 13.42, 12.00,  6.00
  1.05, 93.82, 42.98, 17.46, 16.00,  7.00
  1.06, 93.92, 42.93, 11.18, 10.00,  5.00
  1.07, 94.05, 42.90, 13.34, 13.00,  3.00
  1.08, 94.17, 42.91, 12.04, 12.00,  1.00
  1.09, 94.35, 42.85, 18.97, 18.00,  6.00
  1.10, 96.59, 42.14,234.98,224.00, 71.00
  1.11,104.90, 39.55,870.43,831.00,259.00
  1.12,106.99, 38.97,216.90,209.00, 58.00
  1.13,108.59, 38.48,167.33,160.00, 49.00
  1.14,109.47, 38.20, 92.35, 88.00, 28.00
  1.15,111.72, 37.53,234.76,225.00, 67.00
  1.16,113.71, 36.93,207.85,199.00, 60.00
  1.17,116.10, 36.24,248.76,239.00, 69.00
  1.18,118.90, 35.42,291.76,280.00, 82.00
  1.19,123.45, 34.12,473.21,455.00,130.00
  1.20,127.45, 33.03,414.59,400.00,109.00
  1.21,131.86, 31.86,456.26,441.00,117.00
  1.22,135.28, 30.90,355.22,342.00, 96.00
  1.23,137.35, 30.41,212.72,207.00, 49.00
  1.24,138.58, 30.15,125.72,123.00, 26.00
  1.25,138.90, 30.09, 32.56, 32.00,  6.00
  1.26,139.33, 30.04, 43.29, 43.00,  5.00
  1.27,139.71, 29.98, 38.47, 38.00,  6.00
  1.28,140.00, 29.93, 29.43, 29.00,  5.00
  1.29,140.44, 29.95, 44.05, 44.00,  2.00
  1.30,140.79, 29.91, 35.23, 35.00,  4.00
  1.31,141.16, 29.91, 37.00, 37.00,  0.00
  1.32,141.71, 29.86, 55.23, 55.00,  5.00
  1.33,142.17, 29.81, 46.27, 46.00,  5.00
  1.34,142.76, 29.75, 59.30, 59.00,  6.00
  1.35,143.19, 29.69, 43.42, 43.00,  6.00
  1.36,143.71, 29.66, 52.09, 52.00,  3.00
  1.37,144.32, 29.58, 61.52, 61.00,  8.00
  1.38,144.79, 29.53, 47.27, 47.00,  5.00
  1.39,145.24, 29.50, 45.10, 45.00,  3.00
  1.40,145.84, 29.44, 60.30, 60.00,  6.00
  1.41,146.23, 29.43, 39.01, 39.00,  1.00
  1.42,146.60, 29.43, 37.00, 37.00,  0.00
  1.43,146.96, 29.36, 36.67, 36.00,  7.00
  1.44,147.14, 29.35, 18.03, 18.00,  1.00
  1.45,147.27, 29.35, 13.00, 13.00,  0.00
  1.46,147.43, 29.35, 16.00, 16.00,  0.00
  1.47,147.56, 29.36, 13.04, 13.00,  1.00
  1.48,147.71, 29.38, 15.13, 15.00,  2.00
  1.49,147.78, 29.42,  8.06,  7.00,  4.00
  1.50,147.87, 29.40,  9.22,  9.00,  2.00
  1.51,148.03, 29.46, 17.09, 16.00,  6.00
  1.52,148.18, 29.46, 15.00, 15.00,  0.00
  1.53,148.30, 29.54, 14.42, 12.00,  8.00
  1.54,148.42, 29.54, 12.00, 12.00,  0.00
  1.55,148.53, 29.55, 11.05, 11.00,  1.00
  1.56,148.65, 29.60, 13.00, 12.00,  5.00
  1.57,148.78, 29.64, 13.60, 13.00,  4.00
  1.58,148.90, 29.70, 13.42, 12.00,  6.00
  1.59,149.00, 29.69, 10.05, 10.00,  1.00
  1.60,149.11, 29.72, 11.40, 11.00,  3.00
  1.61,149.24, 29.77, 13.93, 13.00,  5.00
  1.62,149.37, 29.79, 13.15, 13.00,  2.00
  1.63,154.18, 31.38,506.60,481.00,159.00
  1.64,157.15, 32.33,311.82,297.00, 95.00
  1.65,158.63, 32.78,154.69,148.00, 45.00
  1.66,159.67, 33.12,109.42,104.00, 34.00
  1.67,160.91, 33.52,130.29,124.00, 40.00
  1.68,162.25, 33.96,141.04,134.00, 44.00
  1.69,163.91, 34.48,173.95,166.00, 52.00
  1.70,166.06, 35.15,225.20,215.00, 67.00
  1.71,170.05, 36.41,418.42,399.00,126.00
  1.72,174.01, 37.63,414.37,396.00,122.00
  1.73,178.62, 39.03,481.79,461.00,140.00
  1.74,183.41, 40.31,495.81,479.00,128.00
  1.75,188.35, 41.61,510.82,494.00,130.00
  1.76,190.91, 42.18,262.27,256.00, 57.00
  1.77,193.62, 42.80,278.00,271.00, 62.00
  1.78,194.20, 42.83, 58.08, 58.00,  3.00
  1.79,194.72, 42.86, 52.09, 52.00,  3.00
  1.80,195.14, 42.87, 42.01, 42.00,  1.00
  1.81,195.50, 42.89, 36.06, 36.00,  2.00
  1.82,195.94, 42.92, 44.10, 44.00,  3.00
  1.83,196.32, 42.93, 38.01, 38.00,  1.00
  1.84,196.71, 42.92, 39.01, 39.00,  1.00
  1.85,197.15, 42.94, 44.05, 44.00,  2.00
  1.86,197.53, 43.00, 38.47, 38.00,  6.00
  1.87,198.03, 43.01, 50.01, 50.00,  1.00
  1.88,198.48, 43.05, 45.18, 45.00,  4.00
  1.89,198.98, 43.04, 50.01, 50.00,  1.00
  1.90,199.43, 43.08, 45.18, 45.00,  4.00
  1.91,199.89, 43.15, 46.53, 46.00,  7.00
  1.92,200.24, 43.14, 35.01, 35.00,  1.00
  1.93,200.66, 43.15, 42.01, 42.00,  1.00
  1.94,201.02, 43.22, 36.67, 36.00,  7.00
  1.95,201.16, 43.21, 14.04, 14.00,  1.00
  1.96,201.36, 43.18, 20.22, 20.00,  3.00
  1.97,201.48, 43.16, 12.17, 12.00,  2.00
  1.98,201.61, 43.14, 13.15, 13.00,  2.00
  1.99,201.73, 43.13, 12.04, 12.00,  1.00
  2.00,201.81, 43.16,  8.54,  8.00,  3.00
  2.01,201.91, 43.15, 10.05, 10.00,  1.00
  2.02,201.99, 43.14,  8.06,  8.00,  1.00
  2.03,202.09, 43.08, 11.66, 10.00,  6.00
  2.04,202.17, 43.07,  8.06,  8.00,  1.00
  2.05,202.23, 43.04,  6.71,  6.00,  3.00
  2.06,202.31, 43.02,  8.25,  8.00,  2.00
  2.07,202.40, 42.96, 10.82,  9.00,  6.00
  2.08,202.49, 42.99,  9.49,  9.00,  3.00
  2.09,202.54, 43.00,  5.10,  5.00,  1.00
  2.10,202.59, 42.98,  5.39,  5.00,  2.00
  2.11,202.67, 42.98,  8.00,  8.00,  0.00
  2.12,202.74, 42.94,  8.06,  7.00,  4.00
  2.13,202.87, 42.91, 13.34, 13.00,  3.00
  2.14,202.96, 42.86, 10.30,  9.00,  5.00
  2.15,203.07, 42.90, 11.70, 11.00,  4.00
  2.16,205.19, 42.41,217.59,212.00, 49.00
  2.17,211.32, 41.06,627.69,613.00,135.00
  2.18,212.23, 40.90, 92.40, 91.00, 16.00
  2.19,211.84, 40.95, 39.32, 39.00,  5.00
  2.20,211.63, 40.95, 21.00, 21.00,  0.00
  2.21,211.60, 40.90,  5.83,  3.00,  5.00
  2.22,212.20, 40.75, 61.85, 60.00, 15.00
  2.23,213.21, 40.45,105.36,101.00, 30.00
  2.24,213.72, 40.35, 51.97, 51.00, 10.00
  2.25,215.48, 39.93,180.94,176.00, 42.00
  2.26,217.54, 39.52,210.04,206.00, 41.00
  2.27,221.20, 38.77,373.61,366.00, 75.00
  2.28,224.89, 38.13,374.51,369.00, 64.00
  2.29,230.25, 36.98,548.20,536.00,115.00
  2.30,236.66, 35.83,651.23,641.00,115.00
  2.31,238.63, 35.48,200.08,197.00, 35.00
  2.32,238.69, 35.42,  8.49,  6.00,  6.00
  2.33,238.71, 35.46,  4.47,  2.00,  4.00
  2.34,238.76, 35.46,  5.00,  5.00,  0.00
  2.35,238.77, 35.45,  1.41,  1.00,  1.00
  2.36,238.77, 35.32, 13.00,  0.00, 13.00
  2.37,238.84, 35.40, 10.63,  7.00,  8.00
  2.38,239.00, 35.48, 17.89, 16.00,  8.00
  2.39,239.00, 35.49,  1.00,  0.00,  1.00
  2.40,"-.--","-.--","-.--","-.--","-.--"
  2.41,"-.--","-.--","-.--","-.--","-.--"
  2.42,"-.--","-.--","-.--","-.--","-.--"
  2.43,"-.--","-.--","-.--","-.--","-.--"
  2.44,"-.--","-.--","-.--","-.--","-.--"
  2.45,"-.--","-.--","-.--","-.--","-.--"
  2.46,"-.--","-.--","-.--","-.--","-.--"
  2.47,"-.--","-.--","-.--","-.--","-.--"
  2.48,"-.--","-.--","-.--","-.--","-.--"
  2.49,"-.--","-.--","-.--","-.--","-.--"
  2.50,"-.--","-.--","-.--","-.--","-.--"
  2.51,"-.--","-.--","-.--","-.--","-.--"
  2.52,"-.--","-.--","-.--","-.--","-.--"
  2.53,"-.--","-.--","-.--","-.--","-.--"
  2.54,"-.--","-.--","-.--","-.--","-.--"
  2.55,"-.--","-.--","-.--","-.--","-.--"
  2.56,"-.--","-.--","-.--","-.--","-.--"
  2.57,"-.--","-.--","-.--","-.--","-.--"
  2.58,"-.--","-.--","-.--","-.--","-.--"
  2.59,"-.--","-.--","-.--","-.--","-.--"
  2.60,"-.--","-.--","-.--","-.--","-.--"
  2.61,"-.--","-.--","-.--","-.--","-.--"
  2.62,"-.--","-.--","-.--","-.--","-.--"
  2.63,"-.--","-.--","-.--","-.--","-.--"
  2.64,"-.--","-.--","-.--","-.--","-.--"
  2.65,"-.--","-.--","-.--","-.--","-.--"
  2.66,"-.--","-.--","-.--","-.--","-.--"
  2.67,"-.--","-.--","-.--","-.--","-.--"
  2.68,"-.--","-.--","-.--","-.--","-.--"
  2.69,"-.--","-.--","-.--","-.--","-.--"
  2.70,"-.--","-.--","-.--","-.--","-.--"
  2.71,"-.--","-.--","-.--","-.--","-.--"
  2.72,"-.--","-.--","-.--","-.--","-.--"
  2.73,"-.--","-.--","-.--","-.--","-.--"
  2.74,"-.--","-.--","-.--","-.--","-.--"
  2.75,"-.--","-.--","-.--","-.--","-.--"
  2.76,"-.--","-.--","-.--","-.--","-.--"
  2.77,"-.--","-.--","-.--","-.--","-.--"
  2.78,"-.--","-.--","-.--","-.--","-.--"
  2.79,"-.--","-.--","-.--","-.--","-.--"
  2.80,"-.--","-.--","-.--","-.--","-.--"
  2.81,"-.--","-.--","-.--","-.--","-.--"
  2.82,"-.--","-.--","-.--","-.--","-.--"
  2.83,"-.--","-.--","-.--","-.--","-.--"
  2.84,"-.--","-.--","-.--","-.--","-.--"
  2.85,"-.--","-.--","-.--","-.--","-.--"
  2.86,"-.--","-.--","-.--","-.--","-.--"
  2.87,"-.--","-.--","-.--","-.--","-.--"
  2.88,"-.--","-.--","-.--","-.--","-.--"
  2.89,"-.--","-.--","-.--","-.--","-.--"
  2.90,"-.--","-.--","-.--","-.--","-.--"
  2.91,"-.--","-.--","-.--","-.--","-.--"
  2.92,"-.--","-.--","-.--","-.--","-.--"
  2.93,"-.--","-.--","-.--","-.--","-.--"
  2.94,"-.--","-.--","-.--","-.--","-.--"
  2.95,"-.--","-.--","-.--","-.--","-.--"
  2.96,"-.--","-.--","-.--","-.--","-.--"
  2.97,"-.--","-.--","-.--","-.--","-.--"
  2.98,"-.--","-.--","-.--","-.--","-.--"
  2.99,"-.--","-.--","-.--","-.--","-.--"
  3.00,"-.--","-.--","-.--","-.--","-.--"
  3.01,"-.--","-.--","-.--","-.--","-.--"
  3.02,"-.--","-.--","-.--","-.--","-.--"
  3.03,"-.--","-.--","-.--","-.--","-.--"
  3.04,"-.--","-.--","-.--","-.--","-.--"
  3.05,"-.--","-.--","-.--","-.--","-.--"
  3.06,"-.--","-.--","-.--","-.--","-.--"
  3.07,"-.--","-.--","-.--","-.--","-.--"
  3.08,"-.--","-.--","-.--","-.--","-.--"
  3.09,"-.--","-.--","-.--","-.--","-.--"
  3.10,"-.--","-.--","-.--","-.--","-.--"
  3.11,"-.--","-.--","-.--","-.--","-.--"
  3.12,"-.--","-.--","-.--","-.--","-.--"
  3.13,"-.--","-.--","-.--","-.--","-.--"
  3.14,"-.--","-.--","-.--","-.--","-.--"
  3.15,"-.--","-.--","-.--","-.--","-.--"
  3.16,"-.--","-.--","-.--","-.--","-.--"
  3.17,"-.--","-.--","-.--","-.--","-.--"
  3.18,"-.--","-.--","-.--","-.--","-.--"
  3.19,"-.--","-.--","-.--","-.--","-.--"
  3.20,"-.--","-.--","-.--","-.--","-.--"
  3.21,"-.--","-.--","-.--","-.--","-.--"
  3.22,"-.--","-.--","-.--","-.--","-.--"
  3.23,"-.--","-.--","-.--","-.--","-.--"
  3.24,"-.--","-.--","-.--","-.--","-.--"
  3.25,"-.--","-.--","-.--","-.--","-.--"
  3.26,"-.--","-.--","-.--","-.--","-.--"
  3.27,"-.--","-.--","-.--","-.--","-.--"
  3.28,"-.--","-.--","-.--","-.--","-.--"
  3.29,"-.--","-.--","-.--","-.--","-.--"
  3.30,"-.--","-.--","-.--","-.--","-.--"
  3.31,"-.--","-.--","-.--","-.--","-.--"
  3.32,"-.--","-.--","-.--","-.--","-.--"
  3.33,"-.--","-.--","-.--","-.--","-.--"
  3.34,"-.--","-.--","-.--","-.--","-.--"
  3.35,"-.--","-.--","-.--","-.--","-.--"
  3.36,"-.--","-.--","-.--","-.--","-.--"
  3.37,"-.--","-.--","-.--","-.--","-.--"
  3.38,"-.--","-.--","-.--","-.--","-.--"
  3.39,"-.--","-.--","-.--","-.--","-.--"
  3.40,"-.--","-.--","-.--","-.--","-.--"
  3.41,"-.--","-.--","-.--","-.--","-.--"
  3.42,"-.--","-.--","-.--","-.--","-.--"
  3.43,"-.--","-.--","-.--","-.--","-.--"
  3.44,"-.--","-.--","-.--","-.--","-.--"
  3.45,"-.--","-.--","-.--","-.--","-.--"
  3.46,"-.--","-.--","-.--","-.--","-.--"
  3.47,"-.--","-.--","-.--","-.--","-.--"
  3.48,"-.--","-.--","-.--","-.--","-.--"
  3.49,"-.--","-.--","-.--","-.--","-.--"
  3.50,"-.--","-.--","-.--","-.--","-.--"
  3.51,"-.--","-.--","-.--","-.--","-.--"
  3.52,"-.--","-.--","-.--","-.--","-.--"
  3.53,"-.--","-.--","-.--","-.--","-.--"
  3.54,"-.--","-.--","-.--","-.--","-.--"
  3.55,"-.--","-.--","-.--","-.--","-.--"
  3.56,"-.--","-.--","-.--","-.--","-.--"
  3.57,"-.--","-.--","-.--","-.--","-.--"
  3.58,"-.--","-.--","-.--","-.--","-.--"
  3.59,"-.--","-.--","-.--","-.--","-.--"
  3.60,"-.--","-.--","-.--","-.--","-.--"
  3.61,"-.--","-.--","-.--","-.--","-.--"
  3.62,"-.--","-.--","-.--","-.--","-.--"
  3.63,"-.--","-.--","-.--","-.--","-.--"
  3.64,"-.--","-.--","-.--","-.--","-.--"
  3.65,"-.--","-.--","-.--","-.--","-.--"
  3.66,"-.--","-.--","-.--","-.--","-.--"
  3.67,"-.--","-.--","-.--","-.--","-.--"
  3.68,"-.--","-.--","-.--","-.--","-.--"
  3.69,"-.--","-.--","-.--","-.--","-.--"
  3.70,"-.--","-.--","-.--","-.--","-.--"
  3.71,"-.--","-.--","-.--","-.--","-.--"
  3.72,"-.--","-.--","-.--","-.--","-.--"
  3.73,"-.--","-.--","-.--","-.--","-.--"
  3.74,"-.--","-.--","-.--","-.--","-.--"
  3.75,"-.--","-.--","-.--","-.--","-.--"
  3.76,"-.--","-.--","-.--","-.--","-.--"
  3.77,"-.--","-.--","-.--","-.--","-.--"
  3.78,"-.--","-.--","-.--","-.--","-.--"
  3.79,"-.--","-.--","-.--","-.--","-.--"
  3.80,"-.--","-.--","-.--","-.--","-.--"
  3.81,"-.--","-.--","-.--","-.--","-.--"
  3.82,"-.--","-.--","-.--","-.--","-.--"
  3.83,"-.--","-.--","-.--","-.--","-.--"
  3.84,"-.--","-.--","-.--","-.--","-.--"
  3.85,"-.--","-.--","-.--","-.--","-.--"
  3.86,"-.--","-.--","-.--","-.--","-.--"
  3.87,"-.--","-.--","-.--","-.--","-.--"
  3.88,"-.--","-.--","-.--","-.--","-.--"
  3.89,"-.--","-.--","-.--","-.--","-.--"
  3.90,"-.--","-.--","-.--","-.--","-.--"
  3.91,"-.--","-.--","-.--","-.--","-.--"
  3.92,"-.--","-.--","-.--","-.--","-.--"
  3.93,"-.--","-.--","-.--","-.--","-.--"
  3.94,"-.--","-.--","-.--","-.--","-.--"
  3.95,"-.--","-.--","-.--","-.--","-.--"
  3.96,"-.--","-.--","-.--","-.--","-.--"
  3.97,"-.--","-.--","-.--","-.--","-.--"
  3.98,"-.--","-.--","-.--","-.--","-.--"
  3.99,"-.--","-.--","-.--","-.--","-.--"
  4.00,"-.--","-.--","-.--","-.--","-.--"
  4.01,"-.--","-.--","-.--","-.--","-.--"
  4.02,"-.--","-.--","-.--","-.--","-.--"
  4.03,"-.--","-.--","-.--","-.--","-.--"
  4.04,"-.--","-.--","-.--","-.--","-.--"
  4.05,"-.--","-.--","-.--","-.--","-.--"
  4.06,"-.--","-.--","-.--","-.--","-.--"
  4.07,"-.--","-.--","-.--","-.--","-.--"
  4.08,"-.--","-.--","-.--","-.--","-.--"
  4.09,"-.--","-.--","-.--","-.--","-.--"
  4.10,"-.--","-.--","-.--","-.--","-.--"
  4.11,"-.--","-.--","-.--","-.--","-.--"
  4.12,"-.--","-.--","-.--","-.--","-.--"
  4.13,"-.--","-.--","-.--","-.--","-.--"
  4.14,"-.--","-.--","-.--","-.--","-.--"
  4.15,"-.--","-.--","-.--","-.--","-.--"
  4.16,"-.--","-.--","-.--","-.--","-.--"
  4.17,"-.--","-.--","-.--","-.--","-.--"
  4.18,"-.--","-.--","-.--","-.--","-.--"
  4.19,"-.--","-.--","-.--","-.--","-.--"
  4.20,"-.--","-.--","-.--","-.--","-.--"
  4.21,"-.--","-.--","-.--","-.--","-.--"
  4.22,"-.--","-.--","-.--","-.--","-.--"
  4.23,"-.--","-.--","-.--","-.--","-.--"
  4.24,"-.--","-.--","-.--","-.--","-.--"
  4.25,"-.--","-.--","-.--","-.--","-.--"
  4.26,"-.--","-.--","-.--","-.--","-.--"
  4.27,"-.--","-.--","-.--","-.--","-.--"
  4.28,"-.--","-.--","-.--","-.--","-.--"
  4.29,"-.--","-.--","-.--","-.--","-.--"
  4.30,"-.--","-.--","-.--","-.--","-.--"
  4.31,"-.--","-.--","-.--","-.--","-.--"
  4.32,"-.--","-.--","-.--","-.--","-.--"
  4.33,"-.--","-.--","-.--","-.--","-.--"
  4.34,"-.--","-.--","-.--","-.--","-.--"
  4.35,"-.--","-.--","-.--","-.--","-.--"
  4.36,"-.--","-.--","-.--","-.--","-.--"
  4.37,"-.--","-.--","-.--","-.--","-.--"
  4.38,"-.--","-.--","-.--","-.--","-.--"
  4.39,"-.--","-.--","-.--","-.--","-.--"
  4.40,"-.--","-.--","-.--","-.--","-.--"
  4.41,"-.--","-.--","-.--","-.--","-.--"
  4.42,"-.--","-.--","-.--","-.--","-.--"
  4.43,"-.--","-.--","-.--","-.--","-.--"
  4.44,"-.--","-.--","-.--","-.--","-.--"
  4.45,"-.--","-.--","-.--","-.--","-.--"
  4.46,"-.--","-.--","-.--","-.--","-.--"
  4.47,"-.--","-.--","-.--","-.--","-.--"
  4.48,"-.--","-.--","-.--","-.--","-.--"
  4.49,"-.--","-.--","-.--","-.--","-.--"
  4.50,"-.--","-.--","-.--","-.--","-.--"
  4.51,"-.--","-.--","-.--","-.--","-.--"
  4.52,"-.--","-.--","-.--","-.--","-.--"
  4.53,"-.--","-.--","-.--","-.--","-.--"
  4.54,"-.--","-.--","-.--","-.--","-.--"
  4.55,"-.--","-.--","-.--","-.--","-.--"
  4.56,"-.--","-.--","-.--","-.--","-.--"
  4.57,"-.--","-.--","-.--","-.--","-.--"
  4.58,"-.--","-.--","-.--","-.--","-.--"
  4.59,"-.--","-.--","-.--","-.--","-.--"
  4.60,"-.--","-.--","-.--","-.--","-.--"
  4.61,"-.--","-.--","-.--","-.--","-.--"
  4.62,"-.--","-.--","-.--","-.--","-.--"
  4.63,"-.--","-.--","-.--","-.--","-.--"
  4.64,"-.--","-.--","-.--","-.--","-.--"
  4.65,"-.--","-.--","-.--","-.--","-.--"
