"ID番号","_06"
"氏名",""
"性別",不明
"年齢",0
"身長(cm)","-----"
"体重(kg)","-----"
"トライアル番号",1
"病名",""
"メモ",""
"検査者",""
"杖",未使用
"計測時間(秒)",5
"計測周期(Hz)",100
"検査日付","2023/06/23 22:54:46"
"時間範囲(秒)","0.00 - 5.00"
"総合COP 総軌跡長（cm）",227.54
"総合COP 速度（cm/秒）", 86.85
"総合COP 矩形面積（c ㎡）",3910.25
"総合COP 左右幅（cm）", 17.74
"総合COP 前後幅（cm）",220.42
"総合COP Y 方向軌跡長（cm）", 51.60
"総合COP Y 方向単位軌跡長（cm/秒）", 19.69
"総合COP X 方向軌跡長（cm）",220.42
"総合COP X 方向単位軌跡長（cm/秒）", 84.13
"時間(秒)","総合COP X 座標（cm）","総合COP Y 座標（cm）","総合COP 速度（cm/秒）","総合COP X 方向単位軌跡長（cm/秒）","総合COP Y 方向単位軌跡長（cm/秒）"
  0.74, 67.01, 44.09,395.30,376.00,122.00
  0.75, 69.58, 44.94,270.69,257.00, 85.00
  0.76, 72.01, 45.77,256.78,243.00, 83.00
  0.77, 72.93, 46.08, 97.08, 92.00, 31.00
  0.78, 73.27, 46.18, 35.44, 34.00, 10.00
  0.79, 73.46, 46.26, 20.62, 19.00,  8.00
  0.80, 73.69, 46.35, 24.70, 23.00,  9.00
  0.81, 74.03, 46.45, 35.44, 34.00, 10.00
  0.82, 74.32, 46.53, 30.08, 29.00,  8.00
  0.83, 74.56, 46.60, 25.00, 24.00,  7.00
  0.84, 74.85, 46.66, 29.61, 29.00,  6.00
  0.85, 75.12, 46.74, 28.16, 27.00,  8.00
  0.86, 75.35, 46.78, 23.35, 23.00,  4.00
  0.87, 75.55, 46.85, 21.19, 20.00,  7.00
  0.88, 75.77, 46.91, 22.80, 22.00,  6.00
  0.89, 76.01, 46.97, 24.74, 24.00,  6.00
  0.90, 76.25, 47.05, 25.30, 24.00,  8.00
  0.91, 76.48, 47.13, 24.35, 23.00,  8.00
  0.92, 76.78, 47.15, 30.07, 30.00,  2.00
  0.93, 77.03, 47.22, 25.96, 25.00,  7.00
  0.94, 77.30, 47.27, 27.46, 27.00,  5.00
  0.95, 77.60, 47.32, 30.41, 30.00,  5.00
  0.96, 77.88, 47.40, 29.12, 28.00,  8.00
  0.97, 78.20, 47.42, 32.06, 32.00,  2.00
  0.98, 78.48, 47.46, 28.28, 28.00,  4.00
  0.99, 78.75, 47.49, 27.17, 27.00,  3.00
  1.00, 79.13, 47.54, 38.33, 38.00,  5.00
  1.01, 79.45, 47.55, 32.02, 32.00,  1.00
  1.02, 79.73, 47.57, 28.07, 28.00,  2.00
  1.03, 80.09, 47.55, 36.06, 36.00,  2.00
  1.04, 80.36, 47.56, 27.02, 27.00,  1.00
  1.05, 80.72, 47.56, 36.00, 36.00,  0.00
  1.06, 81.06, 47.55, 34.01, 34.00,  1.00
  1.07, 81.27, 47.52, 21.21, 21.00,  3.00
  1.08, 81.52, 47.47, 25.50, 25.00,  5.00
  1.09, 81.74, 47.47, 22.00, 22.00,  0.00
  1.10, 81.92, 47.42, 18.68, 18.00,  5.00
  1.11, 82.12, 47.39, 20.22, 20.00,  3.00
  1.12, 82.28, 47.36, 16.28, 16.00,  3.00
  1.13, 82.53, 47.31, 25.50, 25.00,  5.00
  1.14, 82.69, 47.30, 16.03, 16.00,  1.00
  1.15, 82.83, 47.26, 14.56, 14.00,  4.00
  1.16, 83.01, 47.22, 18.44, 18.00,  4.00
  1.17, 83.25, 47.19, 24.19, 24.00,  3.00
  1.18, 86.32, 46.42,316.51,307.00, 77.00
  1.19, 88.94, 45.77,269.94,262.00, 65.00
  1.20, 90.30, 45.45,139.71,136.00, 32.00
  1.21, 91.12, 45.23, 84.90, 82.00, 22.00
  1.22, 91.72, 45.07, 62.10, 60.00, 16.00
  1.23, 93.03, 44.77,134.39,131.00, 30.00
  1.24, 94.45, 44.37,147.53,142.00, 40.00
  1.25, 95.99, 44.00,158.38,154.00, 37.00
  1.26, 98.18, 43.44,226.05,219.00, 56.00
  1.27,101.24, 42.66,315.78,306.00, 78.00
  1.28,105.70, 41.49,461.09,446.00,117.00
  1.29,111.42, 40.17,587.03,572.00,132.00
  1.30,116.75, 39.09,543.83,533.00,108.00
  1.31,121.96, 38.01,532.08,521.00,108.00
  1.32,125.80, 37.18,392.87,384.00, 83.00
  1.33,127.00, 37.12,120.15,120.00,  6.00
  1.34,127.35, 37.05, 35.69, 35.00,  7.00
  1.35,127.81, 37.03, 46.04, 46.00,  2.00
  1.36,128.24, 36.98, 43.29, 43.00,  5.00
  1.37,128.60, 37.01, 36.12, 36.00,  3.00
  1.38,128.89, 37.03, 29.07, 29.00,  2.00
  1.39,129.23, 37.01, 34.06, 34.00,  2.00
  1.40,129.61, 37.03, 38.05, 38.00,  2.00
  1.41,129.93, 37.04, 32.02, 32.00,  1.00
  1.42,130.28, 37.01, 35.13, 35.00,  3.00
  1.43,130.80, 37.01, 52.00, 52.00,  0.00
  1.44,131.28, 37.00, 48.01, 48.00,  1.00
  1.45,131.70, 36.99, 42.01, 42.00,  1.00
  1.46,132.26, 36.98, 56.01, 56.00,  1.00
  1.47,132.88, 36.98, 62.00, 62.00,  0.00
  1.48,133.41, 36.98, 53.00, 53.00,  0.00
  1.49,133.79, 36.99, 38.01, 38.00,  1.00
  1.50,134.26, 37.02, 47.10, 47.00,  3.00
  1.51,134.80, 37.07, 54.23, 54.00,  5.00
  1.52,135.03, 37.10, 23.19, 23.00,  3.00
  1.53,135.23, 37.17, 21.19, 20.00,  7.00
  1.54,135.38, 37.23, 16.16, 15.00,  6.00
  1.55,135.51, 37.27, 13.60, 13.00,  4.00
  1.56,135.62, 37.32, 12.08, 11.00,  5.00
  1.57,135.72, 37.36, 10.77, 10.00,  4.00
  1.58,135.86, 37.40, 14.56, 14.00,  4.00
  1.59,135.96, 37.42, 10.20, 10.00,  2.00
  1.60,136.04, 37.47,  9.43,  8.00,  5.00
  1.61,136.18, 37.55, 16.12, 14.00,  8.00
  1.62,136.26, 37.62, 10.63,  8.00,  7.00
  1.63,136.38, 37.63, 12.04, 12.00,  1.00
  1.64,136.48, 37.65, 10.20, 10.00,  2.00
  1.65,136.56, 37.69,  8.94,  8.00,  4.00
  1.66,136.70, 37.72, 14.32, 14.00,  3.00
  1.67,136.76, 37.72,  6.00,  6.00,  0.00
  1.68,136.91, 37.73, 15.03, 15.00,  1.00
  1.69,137.02, 37.78, 12.08, 11.00,  5.00
  1.70,137.13, 37.77, 11.05, 11.00,  1.00
  1.71,137.19, 37.77,  6.00,  6.00,  0.00
  1.72,137.33, 37.80, 14.32, 14.00,  3.00
  1.73,137.42, 37.83,  9.49,  9.00,  3.00
  1.74,140.57, 38.82,330.19,315.00, 99.00
  1.75,146.60, 40.71,631.93,603.00,189.00
  1.76,147.99, 41.10,144.37,139.00, 39.00
  1.77,149.62, 41.55,169.10,163.00, 45.00
  1.78,151.04, 42.01,149.26,142.00, 46.00
  1.79,152.04, 42.31,104.40,100.00, 30.00
  1.80,154.42, 43.01,248.08,238.00, 70.00
  1.81,157.06, 43.80,275.57,264.00, 79.00
  1.82,160.06, 44.73,314.08,300.00, 93.00
  1.83,164.60, 46.06,473.08,454.00,133.00
  1.84,168.85, 47.21,440.28,425.00,115.00
  1.85,173.72, 48.40,501.33,487.00,119.00
  1.86,177.61, 49.34,400.20,389.00, 94.00
  1.87,180.82, 50.01,327.92,321.00, 67.00
  1.88,182.14, 50.24,133.99,132.00, 23.00
  1.89,182.70, 50.25, 56.01, 56.00,  1.00
  1.90,183.20, 50.29, 50.16, 50.00,  4.00
  1.91,183.78, 50.30, 58.01, 58.00,  1.00
  1.92,184.29, 50.34, 51.16, 51.00,  4.00
  1.93,184.82, 50.38, 53.15, 53.00,  4.00
  1.94,185.29, 50.41, 47.10, 47.00,  3.00
  1.95,185.82, 50.39, 53.04, 53.00,  2.00
  1.96,186.49, 50.42, 67.07, 67.00,  3.00
  1.97,187.01, 50.45, 52.09, 52.00,  3.00
  1.98,187.52, 50.44, 51.01, 51.00,  1.00
  1.99,188.21, 50.39, 69.18, 69.00,  5.00
  2.00,188.56, 50.42, 35.13, 35.00,  3.00
  2.01,188.95, 50.36, 39.46, 39.00,  6.00
  2.02,189.30, 50.36, 35.00, 35.00,  0.00
  2.03,189.55, 50.31, 25.50, 25.00,  5.00
  2.04,189.69, 50.31, 14.00, 14.00,  0.00
  2.05,189.88, 50.31, 19.00, 19.00,  0.00
  2.06,189.97, 50.32,  9.06,  9.00,  1.00
  2.07,190.07, 50.31, 10.05, 10.00,  1.00
  2.08,190.19, 50.26, 13.00, 12.00,  5.00
  2.09,190.22, 50.28,  3.61,  3.00,  2.00
  2.10,190.33, 50.26, 11.18, 11.00,  2.00
  2.11,190.46, 50.22, 13.60, 13.00,  4.00
  2.12,190.52, 50.26,  7.21,  6.00,  4.00
  2.13,190.57, 50.27,  5.10,  5.00,  1.00
  2.14,190.62, 50.29,  5.39,  5.00,  2.00
  2.15,190.71, 50.26,  9.49,  9.00,  3.00
  2.16,190.75, 50.28,  4.47,  4.00,  2.00
  2.17,190.86, 50.24, 11.70, 11.00,  4.00
  2.18,190.92, 50.23,  6.08,  6.00,  1.00
  2.19,190.98, 50.27,  7.21,  6.00,  4.00
  2.20,191.06, 50.25,  8.25,  8.00,  2.00
  2.21,191.12, 50.24,  6.08,  6.00,  1.00
  2.22,191.17, 50.23,  5.10,  5.00,  1.00
  2.23,191.25, 50.20,  8.54,  8.00,  3.00
  2.24,191.31, 50.21,  6.08,  6.00,  1.00
  2.25,191.39, 50.15, 10.00,  8.00,  6.00
  2.26,191.49, 50.14, 10.05, 10.00,  1.00
  2.27,192.08, 50.04, 59.84, 59.00, 10.00
  2.28,200.90, 48.40,897.12,882.00,164.00
  2.29,202.32, 48.17,143.85,142.00, 23.00
  2.30,203.90, 47.91,160.12,158.00, 26.00
  2.31,204.53, 47.77, 64.54, 63.00, 14.00
  2.32,205.36, 47.61, 84.53, 83.00, 16.00
  2.33,208.12, 47.04,281.82,276.00, 57.00
  2.34,210.86, 46.57,278.00,274.00, 47.00
  2.35,213.21, 46.17,238.38,235.00, 40.00
  2.36,216.08, 45.66,291.50,287.00, 51.00
  2.37,219.84, 45.03,381.24,376.00, 63.00
  2.38,223.69, 44.35,390.96,385.00, 68.00
  2.39,227.88, 43.69,424.17,419.00, 66.00
  2.40,231.28, 43.11,344.91,340.00, 58.00
  2.41,233.25, 42.78,199.74,197.00, 33.00
  2.42,233.82, 42.70, 57.56, 57.00,  8.00
  2.43,233.90, 42.68,  8.25,  8.00,  2.00
  2.44,234.09, 42.65, 19.24, 19.00,  3.00
  2.45,234.23, 42.61, 14.56, 14.00,  4.00
  2.46,234.40, 42.55, 18.03, 17.00,  6.00
  2.47,234.53, 42.52, 13.34, 13.00,  3.00
  2.48,234.82, 42.45, 29.83, 29.00,  7.00
  2.49,235.09, 42.38, 27.89, 27.00,  7.00
  2.50,235.30, 42.29, 22.85, 21.00,  9.00
  2.51,235.57, 42.17, 29.55, 27.00, 12.00
  2.52,235.80, 42.07, 25.08, 23.00, 10.00
  2.53,236.23, 41.95, 44.64, 43.00, 12.00
  2.54,236.82, 41.74, 62.63, 59.00, 21.00
  2.55,237.43, 41.51, 65.19, 61.00, 23.00
  2.56,238.14, 41.08, 83.01, 71.00, 43.00
  2.57,238.34, 40.98, 22.36, 20.00, 10.00
  2.58,238.58, 40.86, 26.83, 24.00, 12.00
  2.59,238.66, 40.71, 17.00,  8.00, 15.00
  2.60,238.76, 40.59, 15.62, 10.00, 12.00
  2.61,239.00, 40.46, 27.29, 24.00, 13.00
  2.62,239.00, 40.47,  1.00,  0.00,  1.00
  2.63,"-.--","-.--","-.--","-.--","-.--"
  2.64,"-.--","-.--","-.--","-.--","-.--"
  2.65,"-.--","-.--","-.--","-.--","-.--"
  2.66,"-.--","-.--","-.--","-.--","-.--"
  2.67,"-.--","-.--","-.--","-.--","-.--"
  2.68,"-.--","-.--","-.--","-.--","-.--"
  2.69,"-.--","-.--","-.--","-.--","-.--"
  2.70,"-.--","-.--","-.--","-.--","-.--"
  2.71,"-.--","-.--","-.--","-.--","-.--"
  2.72,"-.--","-.--","-.--","-.--","-.--"
  2.73,"-.--","-.--","-.--","-.--","-.--"
  2.74,"-.--","-.--","-.--","-.--","-.--"
  2.75,"-.--","-.--","-.--","-.--","-.--"
  2.76,"-.--","-.--","-.--","-.--","-.--"
  2.77,"-.--","-.--","-.--","-.--","-.--"
  2.78,"-.--","-.--","-.--","-.--","-.--"
  2.79,"-.--","-.--","-.--","-.--","-.--"
  2.80,"-.--","-.--","-.--","-.--","-.--"
  2.81,"-.--","-.--","-.--","-.--","-.--"
  2.82,"-.--","-.--","-.--","-.--","-.--"
  2.83,"-.--","-.--","-.--","-.--","-.--"
  2.84,"-.--","-.--","-.--","-.--","-.--"
  2.85,"-.--","-.--","-.--","-.--","-.--"
  2.86,"-.--","-.--","-.--","-.--","-.--"
  2.87,"-.--","-.--","-.--","-.--","-.--"
  2.88,"-.--","-.--","-.--","-.--","-.--"
  2.89,"-.--","-.--","-.--","-.--","-.--"
  2.90,"-.--","-.--","-.--","-.--","-.--"
  2.91,"-.--","-.--","-.--","-.--","-.--"
  2.92,"-.--","-.--","-.--","-.--","-.--"
  2.93,"-.--","-.--","-.--","-.--","-.--"
  2.94,"-.--","-.--","-.--","-.--","-.--"
  2.95,"-.--","-.--","-.--","-.--","-.--"
  2.96,"-.--","-.--","-.--","-.--","-.--"
  2.97,"-.--","-.--","-.--","-.--","-.--"
  2.98,"-.--","-.--","-.--","-.--","-.--"
  2.99,"-.--","-.--","-.--","-.--","-.--"
  3.00,"-.--","-.--","-.--","-.--","-.--"
  3.01,"-.--","-.--","-.--","-.--","-.--"
  3.02,"-.--","-.--","-.--","-.--","-.--"
  3.03,"-.--","-.--","-.--","-.--","-.--"
  3.04,"-.--","-.--","-.--","-.--","-.--"
  3.05,"-.--","-.--","-.--","-.--","-.--"
  3.06,"-.--","-.--","-.--","-.--","-.--"
  3.07,"-.--","-.--","-.--","-.--","-.--"
  3.08,"-.--","-.--","-.--","-.--","-.--"
  3.09,"-.--","-.--","-.--","-.--","-.--"
  3.10,"-.--","-.--","-.--","-.--","-.--"
  3.11,"-.--","-.--","-.--","-.--","-.--"
  3.12,"-.--","-.--","-.--","-.--","-.--"
  3.13,"-.--","-.--","-.--","-.--","-.--"
  3.14,"-.--","-.--","-.--","-.--","-.--"
  3.15,"-.--","-.--","-.--","-.--","-.--"
  3.16,"-.--","-.--","-.--","-.--","-.--"
  3.17,"-.--","-.--","-.--","-.--","-.--"
  3.18,"-.--","-.--","-.--","-.--","-.--"
  3.19,"-.--","-.--","-.--","-.--","-.--"
  3.20,"-.--","-.--","-.--","-.--","-.--"
  3.21,"-.--","-.--","-.--","-.--","-.--"
  3.22,"-.--","-.--","-.--","-.--","-.--"
  3.23,"-.--","-.--","-.--","-.--","-.--"
  3.24,"-.--","-.--","-.--","-.--","-.--"
  3.25,"-.--","-.--","-.--","-.--","-.--"
  3.26,"-.--","-.--","-.--","-.--","-.--"
  3.27,"-.--","-.--","-.--","-.--","-.--"
  3.28,"-.--","-.--","-.--","-.--","-.--"
  3.29,"-.--","-.--","-.--","-.--","-.--"
  3.30,"-.--","-.--","-.--","-.--","-.--"
  3.31,"-.--","-.--","-.--","-.--","-.--"
  3.32,"-.--","-.--","-.--","-.--","-.--"
  3.33,"-.--","-.--","-.--","-.--","-.--"
  3.34,"-.--","-.--","-.--","-.--","-.--"
  3.35,"-.--","-.--","-.--","-.--","-.--"
  3.36,"-.--","-.--","-.--","-.--","-.--"
  3.37,"-.--","-.--","-.--","-.--","-.--"
  3.38,"-.--","-.--","-.--","-.--","-.--"
  3.39,"-.--","-.--","-.--","-.--","-.--"
  3.40,"-.--","-.--","-.--","-.--","-.--"
  3.41,"-.--","-.--","-.--","-.--","-.--"
  3.42,"-.--","-.--","-.--","-.--","-.--"
  3.43,"-.--","-.--","-.--","-.--","-.--"
  3.44,"-.--","-.--","-.--","-.--","-.--"
  3.45,"-.--","-.--","-.--","-.--","-.--"
  3.46,"-.--","-.--","-.--","-.--","-.--"
  3.47,"-.--","-.--","-.--","-.--","-.--"
  3.48,"-.--","-.--","-.--","-.--","-.--"
  3.49,"-.--","-.--","-.--","-.--","-.--"
  3.50,"-.--","-.--","-.--","-.--","-.--"
  3.51,"-.--","-.--","-.--","-.--","-.--"
  3.52,"-.--","-.--","-.--","-.--","-.--"
  3.53,"-.--","-.--","-.--","-.--","-.--"
  3.54,"-.--","-.--","-.--","-.--","-.--"
  3.55,"-.--","-.--","-.--","-.--","-.--"
  3.56,"-.--","-.--","-.--","-.--","-.--"
  3.57,"-.--","-.--","-.--","-.--","-.--"
  3.58,"-.--","-.--","-.--","-.--","-.--"
  3.59,"-.--","-.--","-.--","-.--","-.--"
  3.60,"-.--","-.--","-.--","-.--","-.--"
  3.61,"-.--","-.--","-.--","-.--","-.--"
  3.62,"-.--","-.--","-.--","-.--","-.--"
  3.63,"-.--","-.--","-.--","-.--","-.--"
  3.64,"-.--","-.--","-.--","-.--","-.--"
  3.65,"-.--","-.--","-.--","-.--","-.--"
  3.66,"-.--","-.--","-.--","-.--","-.--"
  3.67,"-.--","-.--","-.--","-.--","-.--"
  3.68,"-.--","-.--","-.--","-.--","-.--"
  3.69,"-.--","-.--","-.--","-.--","-.--"
  3.70,"-.--","-.--","-.--","-.--","-.--"
  3.71,"-.--","-.--","-.--","-.--","-.--"
  3.72,"-.--","-.--","-.--","-.--","-.--"
  3.73,"-.--","-.--","-.--","-.--","-.--"
  3.74,"-.--","-.--","-.--","-.--","-.--"
  3.75,"-.--","-.--","-.--","-.--","-.--"
  3.76,"-.--","-.--","-.--","-.--","-.--"
  3.77,"-.--","-.--","-.--","-.--","-.--"
  3.78,"-.--","-.--","-.--","-.--","-.--"
  3.79,"-.--","-.--","-.--","-.--","-.--"
  3.80,"-.--","-.--","-.--","-.--","-.--"
  3.81,"-.--","-.--","-.--","-.--","-.--"
  3.82,"-.--","-.--","-.--","-.--","-.--"
  3.83,"-.--","-.--","-.--","-.--","-.--"
  3.84,"-.--","-.--","-.--","-.--","-.--"
  3.85,"-.--","-.--","-.--","-.--","-.--"
  3.86,"-.--","-.--","-.--","-.--","-.--"
  3.87,"-.--","-.--","-.--","-.--","-.--"
  3.88,"-.--","-.--","-.--","-.--","-.--"
  3.89,"-.--","-.--","-.--","-.--","-.--"
  3.90,"-.--","-.--","-.--","-.--","-.--"
  3.91,"-.--","-.--","-.--","-.--","-.--"
  3.92,"-.--","-.--","-.--","-.--","-.--"
  3.93,"-.--","-.--","-.--","-.--","-.--"
  3.94,"-.--","-.--","-.--","-.--","-.--"
  3.95,"-.--","-.--","-.--","-.--","-.--"
  3.96,"-.--","-.--","-.--","-.--","-.--"
  3.97,"-.--","-.--","-.--","-.--","-.--"
  3.98,"-.--","-.--","-.--","-.--","-.--"
  3.99,"-.--","-.--","-.--","-.--","-.--"
  4.00,"-.--","-.--","-.--","-.--","-.--"
  4.01,"-.--","-.--","-.--","-.--","-.--"
  4.02,"-.--","-.--","-.--","-.--","-.--"
  4.03,"-.--","-.--","-.--","-.--","-.--"
  4.04,"-.--","-.--","-.--","-.--","-.--"
  4.05,"-.--","-.--","-.--","-.--","-.--"
  4.06,"-.--","-.--","-.--","-.--","-.--"
  4.07,"-.--","-.--","-.--","-.--","-.--"
  4.08,"-.--","-.--","-.--","-.--","-.--"
  4.09,"-.--","-.--","-.--","-.--","-.--"
  4.10,"-.--","-.--","-.--","-.--","-.--"
  4.11,"-.--","-.--","-.--","-.--","-.--"
  4.12,"-.--","-.--","-.--","-.--","-.--"
  4.13,"-.--","-.--","-.--","-.--","-.--"
  4.14,"-.--","-.--","-.--","-.--","-.--"
  4.15,"-.--","-.--","-.--","-.--","-.--"
  4.16,"-.--","-.--","-.--","-.--","-.--"
  4.17,"-.--","-.--","-.--","-.--","-.--"
  4.18,"-.--","-.--","-.--","-.--","-.--"
  4.19,"-.--","-.--","-.--","-.--","-.--"
  4.20,"-.--","-.--","-.--","-.--","-.--"
  4.21,"-.--","-.--","-.--","-.--","-.--"
  4.22,"-.--","-.--","-.--","-.--","-.--"
  4.23,"-.--","-.--","-.--","-.--","-.--"
  4.24,"-.--","-.--","-.--","-.--","-.--"
  4.25,"-.--","-.--","-.--","-.--","-.--"
  4.26,"-.--","-.--","-.--","-.--","-.--"
  4.27,"-.--","-.--","-.--","-.--","-.--"
  4.28,"-.--","-.--","-.--","-.--","-.--"
  4.29,"-.--","-.--","-.--","-.--","-.--"
  4.30,"-.--","-.--","-.--","-.--","-.--"
  4.31,"-.--","-.--","-.--","-.--","-.--"
  4.32,"-.--","-.--","-.--","-.--","-.--"
  4.33,"-.--","-.--","-.--","-.--","-.--"
  4.34,"-.--","-.--","-.--","-.--","-.--"
  4.35,"-.--","-.--","-.--","-.--","-.--"
  4.36,"-.--","-.--","-.--","-.--","-.--"
  4.37,"-.--","-.--","-.--","-.--","-.--"
  4.38,"-.--","-.--","-.--","-.--","-.--"
  4.39,"-.--","-.--","-.--","-.--","-.--"
  4.40,"-.--","-.--","-.--","-.--","-.--"
  4.41,"-.--","-.--","-.--","-.--","-.--"
  4.42,"-.--","-.--","-.--","-.--","-.--"
  4.43,"-.--","-.--","-.--","-.--","-.--"
  4.44,"-.--","-.--","-.--","-.--","-.--"
  4.45,"-.--","-.--","-.--","-.--","-.--"
  4.46,"-.--","-.--","-.--","-.--","-.--"
  4.47,"-.--","-.--","-.--","-.--","-.--"
  4.48,"-.--","-.--","-.--","-.--","-.--"
  4.49,"-.--","-.--","-.--","-.--","-.--"
  4.50,"-.--","-.--","-.--","-.--","-.--"
  4.51,"-.--","-.--","-.--","-.--","-.--"
  4.52,"-.--","-.--","-.--","-.--","-.--"
  4.53,"-.--","-.--","-.--","-.--","-.--"
  4.54,"-.--","-.--","-.--","-.--","-.--"
  4.55,"-.--","-.--","-.--","-.--","-.--"
  4.56,"-.--","-.--","-.--","-.--","-.--"
  4.57,"-.--","-.--","-.--","-.--","-.--"
  4.58,"-.--","-.--","-.--","-.--","-.--"
  4.59,"-.--","-.--","-.--","-.--","-.--"
  4.60,"-.--","-.--","-.--","-.--","-.--"
  4.61,"-.--","-.--","-.--","-.--","-.--"
  4.62,"-.--","-.--","-.--","-.--","-.--"
  4.63,"-.--","-.--","-.--","-.--","-.--"
